transaction_id,customer_id,transaction_date,product_id,category,subcategory,color,material,unit_price,discount,final_unit_price,quantity,total_amount
T0000202,CUST_00013,2025-01-15,P00202,Sweaters & Knitwear,Cardigan,Heather Grey,Poly-Spandex,142.38,25.0,106.78,1,106.78
T0000203,CUST_00013,2025-04-05,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,0.0,58.58,2,117.16
T0000204,CUST_00013,2025-04-12,P00204,Sweaters & Knitwear,Cardigan,Charcoal,Cashmere Blend,108.67,0.0,108.67,1,108.67
T0000205,CUST_00013,2025-09-03,P00199,Sweaters & Knitwear,Turtleneck,Olive Green,Corduroy,93.62,10.0,84.26,1,84.26
T0000206,CUST_00013,2025-09-11,P00181,Dresses & Skirts,Party Dress,White,French Terry,126.01,5.0,119.71,1,119.71
T0000207,CUST_00013,2025-10-14,P00201,Sweaters & Knitwear,Cardigan,Olive Green,French Terry,99.99,0.0,99.99,1,99.99
T0000208,CUST_00013,2025-10-22,P00193,Sweaters & Knitwear,V-Neck Sweater,White,Corduroy,79.67,25.0,59.75,1,59.75
T0000209,CUST_00013,2026-02-19,P00193,Sweaters & Knitwear,V-Neck Sweater,White,Corduroy,79.67,10.0,71.7,1,71.7
T0000210,CUST_00013,2026-04-21,P00199,Sweaters & Knitwear,Turtleneck,Olive Green,Corduroy,93.62,10.0,84.26,1,84.26
T0000211,CUST_00013,2026-06-14,P00192,Sweaters & Knitwear,Crewneck Sweater,Charcoal,Corduroy,81.54,15.0,69.31,1,69.31
T0000212,CUST_00013,2026-06-17,P00032,Shirts,Overshirt,Heather Grey,Corduroy,55.46,0.0,55.46,1,55.46
T0000213,CUST_00014,2025-04-22,P00202,Sweaters & Knitwear,Cardigan,Heather Grey,Poly-Spandex,142.38,10.0,128.14,2,256.28
T0000214,CUST_00014,2025-06-26,P00203,Sweaters & Knitwear,Cardigan,White,Linen,95.01,10.0,85.51,1,85.51
T0000215,CUST_00014,2025-06-26,P00190,Sweaters & Knitwear,Crewneck Sweater,Heather Grey,Linen,140.82,20.0,112.66,2,225.32
T0000216,CUST_00014,2025-11-04,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,0.0,255.4,1,255.4
T0000217,CUST_00014,2025-12-14,P00253,Jackets & Outerwear,Windbreaker,White,Corduroy,203.08,0.0,203.08,3,609.24
T0000218,CUST_00014,2026-02-05,P00200,Sweaters & Knitwear,Turtleneck,Heather Grey,French Terry,82.3,0.0,82.3,2,164.6
T0000219,CUST_00014,2026-02-11,P00029,Shirts,Overshirt,Burgundy,Poly-Spandex,71.21,0.0,71.21,1,71.21
T0000220,CUST_00014,2026-05-03,P00317,Loungewear,Lounge Shorts,Burgundy,Linen,52.95,15.0,45.01,2,90.02
T0000221,CUST_00014,2026-05-09,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,0.0,58.58,2,117.16
T0000222,CUST_00014,2026-07-06,P00048,T-Shirts,Henley T-Shirt,Charcoal,Poly-Spandex,50.4,5.0,47.88,1,47.88
T0000223,CUST_00014,2026-08-01,P00204,Sweaters & Knitwear,Cardigan,Charcoal,Cashmere Blend,108.67,10.0,97.8,1,97.8
T0000224,CUST_00015,2025-02-23,P00190,Sweaters & Knitwear,Crewneck Sweater,Heather Grey,Linen,140.82,25.0,105.61,1,105.61
T0000225,CUST_00015,2025-03-07,P00019,Shirts,Flannel Shirt,Olive Green,Corduroy,81.96,20.0,65.57,1,65.57
T0000226,CUST_00015,2025-04-01,P00193,Sweaters & Knitwear,V-Neck Sweater,White,Corduroy,79.67,10.0,71.7,2,143.4
T0000227,CUST_00015,2025-04-27,P00200,Sweaters & Knitwear,Turtleneck,Heather Grey,French Terry,82.3,10.0,74.07,1,74.07
T0000228,CUST_00015,2025-06-08,P00202,Sweaters & Knitwear,Cardigan,Heather Grey,Poly-Spandex,142.38,15.0,121.02,1,121.02
T0000229,CUST_00015,2025-07-13,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,0.0,58.58,1,58.58
T0000230,CUST_00015,2025-10-25,P00198,Sweaters & Knitwear,Turtleneck,Terracotta,Cashmere Blend,81.58,0.0,81.58,1,81.58
T0000231,CUST_00015,2025-12-17,P00053,T-Shirts,Graphic T-Shirt,Burgundy,Corduroy,28.63,15.0,24.34,1,24.34
T0000232,CUST_00015,2026-04-14,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,20.0,70.54,2,141.08
T0000233,CUST_00015,2026-07-11,P00190,Sweaters & Knitwear,Crewneck Sweater,Heather Grey,Linen,140.82,0.0,140.82,1,140.82
T0000234,CUST_00015,2026-07-26,P00054,T-Shirts,Graphic T-Shirt,Terracotta,French Terry,39.94,10.0,35.95,2,71.9
T0000235,CUST_00015,2026-07-30,P00135,Shorts,Running Shorts,Burgundy,Poly-Spandex,36.31,10.0,32.68,2,65.36
T0000236,CUST_00015,2026-08-07,P00194,Sweaters & Knitwear,V-Neck Sweater,Charcoal,French Terry,141.28,0.0,141.28,2,282.56
T0000237,CUST_00016,2025-05-22,P00047,T-Shirts,Henley T-Shirt,White,French Terry,59.91,5.0,56.91,3,170.73
T0000238,CUST_00016,2025-05-26,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,0.0,96.3,1,96.3
T0000239,CUST_00016,2025-06-15,P00060,T-Shirts,Striped T-Shirt,Charcoal,French Terry,58.47,25.0,43.85,1,43.85
T0000240,CUST_00016,2025-06-17,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,10.0,116.5,2,233.0
T0000241,CUST_00016,2025-06-20,P00038,T-Shirts,V-Neck T-Shirt,Charcoal,Cashmere Blend,33.5,0.0,33.5,1,33.5
T0000242,CUST_00016,2025-06-20,P00136,Shorts,Running Shorts,Terracotta,Linen,41.51,0.0,41.51,1,41.51
T0000243,CUST_00016,2025-07-15,P00039,T-Shirts,V-Neck T-Shirt,Burgundy,Corduroy,34.01,0.0,34.01,1,34.01
T0000244,CUST_00016,2025-07-21,P00132,Shorts,Chino Shorts,Charcoal,Corduroy,36.41,25.0,27.31,1,27.31
T0000245,CUST_00016,2025-08-26,P00041,T-Shirts,Polo T-Shirt,Burgundy,French Terry,54.46,10.0,49.01,1,49.01
T0000246,CUST_00016,2025-10-23,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,10.0,51.77,1,51.77
T0000247,CUST_00016,2025-11-01,P00015,Shirts,Denim Shirt,Burgundy,Poly-Spandex,72.57,0.0,72.57,2,145.14
T0000248,CUST_00016,2025-11-09,P00036,T-Shirts,Crew Neck T-Shirt,Charcoal,Linen,61.41,20.0,49.13,1,49.13
T0000249,CUST_00016,2025-12-03,P00124,Shorts,Denim Shorts,Terracotta,Cashmere Blend,82.46,0.0,82.46,2,164.92
T0000250,CUST_00016,2025-12-20,P00059,T-Shirts,Striped T-Shirt,White,Corduroy,33.52,5.0,31.84,2,63.68
T0000251,CUST_00016,2025-12-22,P00121,Shorts,Denim Shorts,White,French Terry,39.62,20.0,31.7,1,31.7
T0000252,CUST_00016,2026-02-07,P00114,Pants & Jeans,Jogger Pants,Terracotta,French Terry,50.05,10.0,45.05,3,135.15
T0000253,CUST_00016,2026-04-06,P00056,T-Shirts,Graphic T-Shirt,Heather Grey,Linen,37.13,0.0,37.13,1,37.13
T0000254,CUST_00016,2026-05-24,P00136,Shorts,Running Shorts,Terracotta,Linen,41.51,0.0,41.51,1,41.51
T0000255,CUST_00016,2026-06-05,P00011,Shirts,Casual Shirt,White,Cashmere Blend,87.21,5.0,82.85,1,82.85
T0000256,CUST_00016,2026-07-14,P00043,T-Shirts,Polo T-Shirt,Olive Green,Linen,37.49,0.0,37.49,1,37.49
T0000257,CUST_00017,2025-02-15,P00106,Pants & Jeans,Cargo Pants,Heather Grey,Corduroy,67.37,5.0,64.0,1,64.0
T0000258,CUST_00017,2025-05-11,P00098,Pants & Jeans,Bootcut Jeans,Charcoal,Cashmere Blend,58.25,25.0,43.69,1,43.69
T0000259,CUST_00017,2025-07-08,P00093,Pants & Jeans,Wide Leg Jeans,Olive Green,Corduroy,65.48,0.0,65.48,1,65.48
T0000260,CUST_00017,2025-07-30,P00136,Shorts,Running Shorts,Terracotta,Linen,41.51,0.0,41.51,1,41.51
T0000261,CUST_00017,2025-08-16,P00206,Sweaters & Knitwear,Cable-Knit Sweater,Charcoal,Corduroy,86.57,0.0,86.57,1,86.57
T0000262,CUST_00017,2025-09-27,P00098,Pants & Jeans,Bootcut Jeans,Charcoal,Cashmere Blend,58.25,0.0,58.25,1,58.25
T0000263,CUST_00017,2026-01-19,P00023,Shirts,Resort Shirt,White,Linen,89.36,0.0,89.36,1,89.36
T0000264,CUST_00017,2026-01-26,P00119,Pants & Jeans,Linen Trousers,White,Corduroy,126.71,0.0,126.71,1,126.71
T0000265,CUST_00017,2026-04-02,P00106,Pants & Jeans,Cargo Pants,Heather Grey,Corduroy,67.37,15.0,57.26,1,57.26
T0000266,CUST_00017,2026-05-07,P00100,Pants & Jeans,Bootcut Jeans,Terracotta,French Terry,56.83,0.0,56.83,1,56.83
T0000267,CUST_00017,2026-05-31,P00117,Pants & Jeans,Linen Trousers,Olive Green,Linen,83.83,0.0,83.83,1,83.83
T0000268,CUST_00017,2026-08-05,P00120,Pants & Jeans,Linen Trousers,Charcoal,French Terry,71.36,0.0,71.36,1,71.36
T0000269,CUST_00018,2025-02-03,P00270,Blazers & Suits,Suit Jacket,Terracotta,Linen,134.89,5.0,128.15,1,128.15
T0000270,CUST_00018,2025-04-24,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,25.0,118.84,2,237.68
T0000271,CUST_00018,2025-05-02,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,0.0,158.46,1,158.46
T0000272,CUST_00018,2025-05-10,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,5.0,150.8,1,150.8
T0000273,CUST_00018,2025-06-18,P00267,Blazers & Suits,Tailored Blazer,Burgundy,French Terry,149.43,25.0,112.07,1,112.07
T0000274,CUST_00018,2025-07-08,P00064,Tops,Blouse,Terracotta,Cashmere Blend,66.76,5.0,63.42,1,63.42
T0000275,CUST_00018,2025-07-09,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,0.0,158.46,2,316.92
T0000276,CUST_00018,2025-08-13,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,0.0,158.74,3,476.22
T0000277,CUST_00018,2025-11-01,P00267,Blazers & Suits,Tailored Blazer,Burgundy,French Terry,149.43,10.0,134.49,2,268.98
T0000278,CUST_00018,2026-01-11,P00200,Sweaters & Knitwear,Turtleneck,Heather Grey,French Terry,82.3,10.0,74.07,1,74.07
T0000279,CUST_00018,2026-02-09,P00204,Sweaters & Knitwear,Cardigan,Charcoal,Cashmere Blend,108.67,0.0,108.67,1,108.67
T0000280,CUST_00018,2026-07-27,P00083,Tops,Halter Top,White,Linen,47.83,15.0,40.66,1,40.66
T0000281,CUST_00018,2026-08-08,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,0.0,158.46,1,158.46
T0000282,CUST_00019,2025-01-21,P00057,T-Shirts,Striped T-Shirt,Olive Green,Linen,39.71,0.0,39.71,1,39.71
T0000283,CUST_00019,2025-03-04,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,0.0,57.52,1,57.52
T0000284,CUST_00019,2025-03-08,P00060,T-Shirts,Striped T-Shirt,Charcoal,French Terry,58.47,0.0,58.47,1,58.47
T0000285,CUST_00019,2025-03-30,P00121,Shorts,Denim Shorts,White,French Terry,39.62,0.0,39.62,1,39.62
T0000286,CUST_00019,2025-04-08,P00037,T-Shirts,V-Neck T-Shirt,White,Linen,41.66,0.0,41.66,1,41.66
T0000287,CUST_00019,2025-05-10,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,15.0,110.03,1,110.03
T0000288,CUST_00019,2025-05-13,P00059,T-Shirts,Striped T-Shirt,White,Corduroy,33.52,5.0,31.84,3,95.52
T0000289,CUST_00019,2025-05-17,P00132,Shorts,Chino Shorts,Charcoal,Corduroy,36.41,10.0,32.77,1,32.77
T0000290,CUST_00019,2025-06-13,P00038,T-Shirts,V-Neck T-Shirt,Charcoal,Cashmere Blend,33.5,0.0,33.5,2,67.0
T0000291,CUST_00019,2025-07-31,P00130,Shorts,Chino Shorts,Heather Grey,Linen,41.11,10.0,37.0,2,74.0
T0000292,CUST_00019,2025-09-08,P00038,T-Shirts,V-Neck T-Shirt,Charcoal,Cashmere Blend,33.5,15.0,28.47,1,28.47
T0000293,CUST_00019,2025-10-03,P00131,Shorts,Chino Shorts,White,Cashmere Blend,49.52,15.0,42.09,1,42.09
T0000294,CUST_00019,2025-10-17,P00045,T-Shirts,Henley T-Shirt,Olive Green,Cashmere Blend,46.68,5.0,44.35,1,44.35
T0000295,CUST_00019,2025-11-12,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,0.0,50.19,1,50.19
T0000296,CUST_00019,2025-12-11,P00035,T-Shirts,Crew Neck T-Shirt,White,Poly-Spandex,51.51,0.0,51.51,1,51.51
T0000297,CUST_00019,2026-04-14,P00133,Shorts,Running Shorts,White,Corduroy,64.11,5.0,60.9,1,60.9
T0000298,CUST_00020,2025-02-16,P00314,Loungewear,Lounge Pants,Charcoal,French Terry,55.43,15.0,47.12,1,47.12
T0000299,CUST_00020,2025-03-01,P00326,Loungewear,Pajama Set,Charcoal,Corduroy,64.53,5.0,61.3,1,61.3
T0000300,CUST_00020,2025-03-02,P00210,Hoodies & Sweatshirts,Pullover Hoodie,Terracotta,Linen,79.83,10.0,71.85,1,71.85
T0000301,CUST_00020,2025-03-06,P00310,Loungewear,Sweatpants,Heather Grey,Linen,82.05,15.0,69.74,1,69.74
T0000302,CUST_00020,2025-06-08,P00326,Loungewear,Pajama Set,Charcoal,Corduroy,64.53,10.0,58.08,1,58.08
T0000303,CUST_00020,2025-09-07,P00312,Loungewear,Sweatpants,Charcoal,Corduroy,57.96,15.0,49.27,2,98.54
T0000304,CUST_00020,2025-11-30,P00320,Loungewear,Lounge Shorts,Heather Grey,French Terry,35.12,10.0,31.61,1,31.61
T0000305,CUST_00020,2026-01-04,P00325,Loungewear,Pajama Set,White,Cashmere Blend,86.9,0.0,86.9,1,86.9
T0000306,CUST_00020,2026-03-16,P00325,Loungewear,Pajama Set,White,Cashmere Blend,86.9,0.0,86.9,1,86.9
T0000307,CUST_00020,2026-04-17,P00326,Loungewear,Pajama Set,Charcoal,Corduroy,64.53,10.0,58.08,2,116.16
T0000308,CUST_00020,2026-06-28,P00313,Loungewear,Lounge Pants,White,Corduroy,83.8,20.0,67.04,2,134.08
T0000309,CUST_00020,2026-07-17,P00364,Traditional Wear,Sherwani,Terracotta,Cashmere Blend,65.74,10.0,59.17,3,177.51
T0000310,CUST_00020,2026-08-05,P00262,Jackets & Outerwear,Parka,Heather Grey,Poly-Spandex,109.32,15.0,92.92,2,185.84
T0000311,CUST_00021,2025-02-04,P00118,Pants & Jeans,Linen Trousers,Heather Grey,Cashmere Blend,78.88,15.0,67.05,2,134.1
T0000312,CUST_00021,2025-02-22,P00081,Tops,Halter Top,Olive Green,French Terry,65.43,0.0,65.43,3,196.29
T0000313,CUST_00021,2025-08-16,P00103,Pants & Jeans,Chinos,Olive Green,Linen,64.58,10.0,58.12,1,58.12
T0000314,CUST_00021,2025-08-25,P00096,Pants & Jeans,Wide Leg Jeans,Charcoal,Linen,46.33,15.0,39.38,1,39.38
T0000315,CUST_00021,2026-01-14,P00116,Pants & Jeans,Jogger Pants,Heather Grey,Linen,62.05,0.0,62.05,1,62.05
T0000316,CUST_00021,2026-03-09,P00096,Pants & Jeans,Wide Leg Jeans,Charcoal,Linen,46.33,15.0,39.38,1,39.38
T0000317,CUST_00021,2026-03-13,P00094,Pants & Jeans,Wide Leg Jeans,Heather Grey,French Terry,74.35,10.0,66.91,2,133.82
T0000318,CUST_00021,2026-03-22,P00159,Dresses & Skirts,Pleated Skirt,Burgundy,Corduroy,72.08,0.0,72.08,1,72.08
T0000319,CUST_00021,2026-03-25,P00113,Pants & Jeans,Jogger Pants,Burgundy,Corduroy,65.41,0.0,65.41,1,65.41
T0000320,CUST_00021,2026-04-04,P00027,Shirts,Mandarin Collar Shirt,Burgundy,French Terry,77.07,0.0,77.07,1,77.07
T0000321,CUST_00021,2026-06-14,P00107,Pants & Jeans,Cargo Pants,White,French Terry,58.08,15.0,49.37,1,49.37
T0000322,CUST_00021,2026-08-10,P00111,Pants & Jeans,Formal Trousers,Burgundy,Cashmere Blend,89.12,0.0,89.12,1,89.12
T0000323,CUST_00022,2025-01-10,P00259,Jackets & Outerwear,Trench Coat,Olive Green,Corduroy,115.42,20.0,92.34,1,92.34
T0000324,CUST_00022,2025-01-14,P00252,Jackets & Outerwear,Utility Jacket,Charcoal,Corduroy,139.02,15.0,118.17,1,118.17
T0000325,CUST_00022,2025-01-24,P00167,Dresses & Skirts,Tennis Skirt,White,French Terry,114.77,5.0,109.03,1,109.03
T0000326,CUST_00022,2025-04-09,P00232,Jackets & Outerwear,Denim Jacket,Terracotta,Corduroy,102.62,10.0,92.36,1,92.36
T0000327,CUST_00022,2025-06-18,P00093,Pants & Jeans,Wide Leg Jeans,Olive Green,Corduroy,65.48,10.0,58.93,2,117.86
T0000328,CUST_00022,2025-08-17,P00174,Dresses & Skirts,Bodycon Dress,Terracotta,French Terry,57.51,0.0,57.51,1,57.51
T0000329,CUST_00022,2025-08-27,P00243,Jackets & Outerwear,Puffer Jacket,Burgundy,Linen,67.3,0.0,67.3,1,67.3
T0000330,CUST_00022,2025-08-29,P00237,Jackets & Outerwear,Bomber Jacket,Olive Green,Linen,61.89,15.0,52.61,2,105.22
T0000331,CUST_00022,2025-10-05,P00244,Jackets & Outerwear,Puffer Jacket,Terracotta,Cashmere Blend,73.61,5.0,69.93,1,69.93
T0000332,CUST_00022,2025-10-21,P00355,Traditional Wear,Kurti,Olive Green,Poly-Spandex,122.46,5.0,116.34,1,116.34
T0000333,CUST_00022,2025-11-21,P00373,Traditional Wear,Nehru Jacket,White,Corduroy,113.24,5.0,107.58,1,107.58
T0000334,CUST_00022,2026-01-19,P00370,Traditional Wear,Dhoti,Heather Grey,Linen,115.78,15.0,98.41,2,196.82
T0000335,CUST_00022,2026-03-28,P00354,Traditional Wear,Kurti,Terracotta,French Terry,111.0,0.0,111.0,1,111.0
T0000336,CUST_00022,2026-04-03,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,5.0,71.68,3,215.04
T0000337,CUST_00022,2026-05-12,P00350,Traditional Wear,Kurta,Charcoal,Linen,138.93,0.0,138.93,1,138.93
T0000338,CUST_00022,2026-06-01,P00107,Pants & Jeans,Cargo Pants,White,French Terry,58.08,0.0,58.08,1,58.08
T0000339,CUST_00023,2025-02-10,P00145,Dresses & Skirts,Midi Skirt,White,Cashmere Blend,69.73,15.0,59.27,1,59.27
T0000340,CUST_00023,2025-03-11,P00164,Dresses & Skirts,Pencil Skirt,Heather Grey,Cashmere Blend,65.37,10.0,58.83,1,58.83
T0000341,CUST_00023,2025-03-23,P00161,Dresses & Skirts,Pencil Skirt,Burgundy,French Terry,62.94,5.0,59.79,3,179.37
T0000342,CUST_00023,2025-03-24,P00187,Dresses & Skirts,Slip Dress,Olive Green,French Terry,88.45,0.0,88.45,1,88.45
T0000343,CUST_00023,2025-06-06,P00172,Dresses & Skirts,Wrap Dress,Terracotta,Corduroy,98.65,5.0,93.72,1,93.72
T0000344,CUST_00023,2025-06-28,P00101,Pants & Jeans,Chinos,Burgundy,French Terry,67.07,0.0,67.07,1,67.07
T0000345,CUST_00023,2025-06-29,P00151,Dresses & Skirts,Maxi Skirt,Olive Green,Cashmere Blend,81.21,10.0,73.09,2,146.18
T0000346,CUST_00023,2025-09-16,P00255,Jackets & Outerwear,Windbreaker,Burgundy,Poly-Spandex,115.29,0.0,115.29,2,230.58
T0000347,CUST_00023,2025-10-21,P00155,Dresses & Skirts,A-Line Skirt,White,Poly-Spandex,87.3,0.0,87.3,1,87.3
T0000348,CUST_00023,2026-01-27,P00203,Sweaters & Knitwear,Cardigan,White,Linen,95.01,10.0,85.51,1,85.51
T0000349,CUST_00023,2026-02-15,P00141,Dresses & Skirts,Mini Skirt,Olive Green,French Terry,98.56,10.0,88.7,2,177.4
T0000350,CUST_00023,2026-03-29,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,0.0,57.52,3,172.56
T0000351,CUST_00023,2026-04-10,P00158,Dresses & Skirts,Pleated Skirt,Charcoal,Cashmere Blend,114.76,0.0,114.76,2,229.52
T0000352,CUST_00023,2026-06-01,P00146,Dresses & Skirts,Midi Skirt,Charcoal,Corduroy,76.23,20.0,60.98,1,60.98
T0000353,CUST_00023,2026-07-06,P00237,Jackets & Outerwear,Bomber Jacket,Olive Green,Linen,61.89,10.0,55.7,3,167.1
T0000354,CUST_00024,2025-01-06,P00373,Traditional Wear,Nehru Jacket,White,Corduroy,113.24,5.0,107.58,1,107.58
T0000355,CUST_00024,2025-01-18,P00357,Traditional Wear,Salwar Suit,Olive Green,Linen,92.84,25.0,69.63,1,69.63
T0000356,CUST_00024,2025-01-23,P00367,Traditional Wear,Lehenga,Olive Green,French Terry,70.91,15.0,60.27,1,60.27
T0000357,CUST_00024,2025-03-11,P00363,Traditional Wear,Sherwani,Burgundy,Linen,118.31,5.0,112.39,2,224.78
T0000358,CUST_00024,2025-03-26,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,0.0,89.77,2,179.54
T0000359,CUST_00024,2025-05-26,P00365,Traditional Wear,Lehenga,Burgundy,Cashmere Blend,87.01,5.0,82.66,2,165.32
T0000360,CUST_00024,2025-10-16,P00367,Traditional Wear,Lehenga,Olive Green,French Terry,70.91,10.0,63.82,2,127.64
T0000361,CUST_00024,2025-10-20,P00368,Traditional Wear,Lehenga,Heather Grey,Poly-Spandex,67.14,0.0,67.14,1,67.14
T0000362,CUST_00024,2025-11-20,P00371,Traditional Wear,Dhoti,White,Cashmere Blend,90.43,0.0,90.43,1,90.43
T0000363,CUST_00024,2026-01-26,P00368,Traditional Wear,Lehenga,Heather Grey,Poly-Spandex,67.14,0.0,67.14,1,67.14
T0000364,CUST_00024,2026-02-21,P00359,Traditional Wear,Salwar Suit,White,Corduroy,68.31,20.0,54.65,2,109.3
T0000365,CUST_00024,2026-03-06,P00358,Traditional Wear,Salwar Suit,Heather Grey,Cashmere Blend,93.81,15.0,79.74,1,79.74
T0000366,CUST_00024,2026-04-14,P00112,Pants & Jeans,Formal Trousers,Terracotta,Corduroy,81.82,0.0,81.82,2,163.64
T0000367,CUST_00024,2026-04-27,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,10.0,67.91,1,67.91
T0000368,CUST_00024,2026-05-26,P00363,Traditional Wear,Sherwani,Burgundy,Linen,118.31,10.0,106.48,1,106.48
T0000369,CUST_00024,2026-05-30,P00374,Traditional Wear,Nehru Jacket,Charcoal,French Terry,120.08,10.0,108.07,2,216.14
T0000370,CUST_00024,2026-06-01,P00356,Traditional Wear,Kurti,Heather Grey,Linen,100.61,5.0,95.58,1,95.58
T0000371,CUST_00025,2025-01-09,P00034,T-Shirts,Crew Neck T-Shirt,Heather Grey,French Terry,36.18,10.0,32.56,1,32.56
T0000372,CUST_00025,2025-01-15,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,25.0,72.22,1,72.22
T0000373,CUST_00025,2025-01-17,P00042,T-Shirts,Polo T-Shirt,Terracotta,Poly-Spandex,51.17,10.0,46.05,1,46.05
T0000374,CUST_00025,2025-01-21,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,5.0,54.64,1,54.64
T0000375,CUST_00025,2025-02-25,P00078,Tops,Wrap Top,Terracotta,Cashmere Blend,59.84,5.0,56.85,3,170.55
T0000376,CUST_00025,2025-03-11,P00052,T-Shirts,Oversized T-Shirt,Terracotta,Corduroy,53.54,15.0,45.51,1,45.51
T0000377,CUST_00025,2025-03-19,P00130,Shorts,Chino Shorts,Heather Grey,Linen,41.11,15.0,34.94,1,34.94
T0000378,CUST_00025,2025-05-03,P00039,T-Shirts,V-Neck T-Shirt,Burgundy,Corduroy,34.01,0.0,34.01,2,68.02
T0000379,CUST_00025,2025-06-07,P00357,Traditional Wear,Salwar Suit,Olive Green,Linen,92.84,0.0,92.84,1,92.84
T0000380,CUST_00025,2025-08-15,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,5.0,71.68,1,71.68
T0000381,CUST_00025,2025-09-08,P00369,Traditional Wear,Dhoti,Olive Green,Poly-Spandex,98.7,10.0,88.83,1,88.83
T0000382,CUST_00025,2025-11-08,P00357,Traditional Wear,Salwar Suit,Olive Green,Linen,92.84,20.0,74.27,1,74.27
T0000383,CUST_00025,2025-11-17,P00374,Traditional Wear,Nehru Jacket,Charcoal,French Terry,120.08,0.0,120.08,1,120.08
T0000384,CUST_00025,2025-11-20,P00352,Traditional Wear,Kurta,Terracotta,Corduroy,117.22,0.0,117.22,1,117.22
T0000385,CUST_00025,2025-12-20,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,20.0,71.82,1,71.82
T0000386,CUST_00025,2026-01-27,P00366,Traditional Wear,Lehenga,Terracotta,Corduroy,136.34,5.0,129.52,1,129.52
T0000387,CUST_00025,2026-03-13,P00371,Traditional Wear,Dhoti,White,Cashmere Blend,90.43,5.0,85.91,1,85.91
T0000388,CUST_00025,2026-04-30,P00357,Traditional Wear,Salwar Suit,Olive Green,Linen,92.84,0.0,92.84,1,92.84
T0000389,CUST_00025,2026-06-06,P00363,Traditional Wear,Sherwani,Burgundy,Linen,118.31,0.0,118.31,1,118.31
T0000390,CUST_00025,2026-06-14,P00138,Shorts,Bermuda Shorts,Terracotta,Cashmere Blend,69.67,15.0,59.22,1,59.22
T0000391,CUST_00025,2026-07-01,P00044,T-Shirts,Polo T-Shirt,Heather Grey,Cashmere Blend,49.11,0.0,49.11,1,49.11
T0000392,CUST_00025,2026-07-16,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,15.0,81.85,3,245.55
T0000393,CUST_00026,2025-03-11,P00129,Shorts,Chino Shorts,Olive Green,Poly-Spandex,47.27,5.0,44.91,1,44.91
T0000394,CUST_00026,2025-06-22,P00121,Shorts,Denim Shorts,White,French Terry,39.62,0.0,39.62,1,39.62
T0000395,CUST_00026,2025-08-16,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,25.0,44.92,1,44.92
T0000396,CUST_00026,2025-10-02,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,15.0,42.66,1,42.66
T0000397,CUST_00026,2025-10-09,P00121,Shorts,Denim Shorts,White,French Terry,39.62,0.0,39.62,1,39.62
T0000398,CUST_00026,2025-11-04,P00286,Activewear,Running Shorts,Heather Grey,Corduroy,51.31,0.0,51.31,1,51.31
T0000399,CUST_00026,2025-12-26,P00138,Shorts,Bermuda Shorts,Terracotta,Cashmere Blend,69.67,25.0,52.25,1,52.25
T0000400,CUST_00026,2025-12-29,P00280,Activewear,Sports Bra,Terracotta,French Terry,63.24,25.0,47.43,1,47.43
T0000401,CUST_00026,2026-01-25,P00129,Shorts,Chino Shorts,Olive Green,Poly-Spandex,47.27,10.0,42.54,1,42.54
T0000402,CUST_00026,2026-03-22,P00125,Shorts,Cargo Shorts,Burgundy,Cashmere Blend,68.9,15.0,58.57,3,175.71
T0000403,CUST_00026,2026-04-05,P00051,T-Shirts,Oversized T-Shirt,Burgundy,Cashmere Blend,46.68,15.0,39.68,1,39.68
